,Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
63,860,2017,NBA,2,45,HOU,Dillon Brooks,21.157,F-G,ca,University of Oregon,2018,2018,82,28.7,11.0,3.1,1.6,0.9,0.2,.440,.484,.356,.747,1.2,.024
66,861,1994,NBA,1,18,MIL,Eric Mobley,24.154,C,us,University of Pittsburgh,1995,1997,113,13.9,3.9,3.1,0.5,0.2,0.5,.541,.538,.750,.475,1.1,.034
67,862,1994,NBA,2,38,CHH,Darrin Hancock,22.244,G-F,us,University of Kansas,1995,1997,133,10.5,3.5,1.3,0.7,0.4,0.1,.530,.533,.333,.579,1.1,.038
68,863,1995,NBA,1,9,NJN,Ed O'Bannon,22.323,F,us,"University of California, Los Angeles",1996,1997,128,16.1,5.0,2.5,0.8,0.6,0.2,.367,.400,.222,.755,1.1,.025
69,864,1998,NBA,1,26,LAL,Sam Jacobson,22.343,G-F,us,University of Minnesota,1999,2001,68,11.1,4.2,1.2,0.5,0.5,0.0,.511,.529,.360,.739,1.1,.071
70,865,2001,NBA,2,45,CHI,Sean Lampley,21.303,F,us,University of California,2003,2004,45,12.2,4.5,2.1,0.7,0.2,0.1,.463,.476,.000,.691,1.1,.096
71,866,2003,NBA,1,17,PHO,Zarko Cabarkapa,22.041,F,rs,,2004,2006,150,10.3,4.3,2.1,0.6,0.2,0.2,.427,.457,.273,.733,1.1,.035
72,867,2006,NBA,2,37,MIN,Bobby Jones,22.176,F,us,University of Washington,2007,2008,91,9.5,3.2,1.6,0.5,0.3,0.0,.442,.491,.306,.685,1.1,.060
73,868,2013,NBA,1,29,OKC,Archie Goodwin,18.319,G,us,University of Kentucky,2014,2017,165,14.5,6.3,2.0,1.2,0.4,0.2,.429,.484,.236,.700,1.1,.022
74,869,2014,NBA,2,44,MIN,Markel Brown,22.154,G,us,Oklahoma State University,2015,2018,113,15.9,5.2,2.1,1.2,0.6,0.2,.380,.427,.295,.781,1.1,.029
75,870,1992,NBA,2,45,SEA,Chris King,22.341,F,us,Wake Forest University,1994,1999,103,20.0,6.7,3.0,1.1,0.7,0.3,.423,.433,.383,.633,1.0,.023
76,871,1993,NBA,2,52,SAC,Mike Peplowski,22.264,C,us,Michigan State University,1994,1996,68,10.4,2.9,2.6,0.4,0.3,0.4,.556,.560,.000,.531,1.0,.067
77,872,1998,NBA,2,45,LAL,Toby Bailey,22.223,G,us,"University of California, Los Angeles",1999,2000,73,9.6,3.3,1.7,0.6,0.3,0.1,.407,.422,.200,.692,1.0,.072
78,873,2001,NBA,2,34,ATL,Terence Morris,22.173,F,us,University of Maryland,2002,2006,139,13.9,3.4,2.7,0.7,0.3,0.4,.407,.465,.196,.711,1.0,.025
79,874,2002,NBA,1,18,ORL,Curtis Borchardt,21.291,C,us,Stanford University,2004,2005,83,13.5,3.1,3.3,0.8,0.2,0.6,.421,.423,.000,.742,1.0,.041
80,875,2002,NBA,2,33,DEN,Vincent Yarbrough,21.102,G-F,us,University of Tennessee,2003,2003,59,23.4,6.9,2.7,2.2,1.0,0.6,.393,.420,.269,.790,1.0,.035
81,876,2010,NBA,1,29,ORL,Daniel Orton,19.327,C-F,us,University of Kentucky,2012,2014,51,10.6,2.8,2.5,0.5,0.4,0.5,.485,.490,.000,.597,1.0,.093
82,877,2012,NBA,1,13,PHO,Kendall Marshall,20.319,G,us,University of North Carolina,2013,2016,160,19.3,5.0,1.6,4.9,0.7,0.1,.399,.422,.370,.611,1.0,.015
83,878,2016,NBA,1,5,MIN,Kris Dunn,22.103,G,us,Providence College,2017,2018,130,22.0,7.6,3.0,3.8,1.4,0.5,.413,.440,.309,.690,1.0,.016
84,879,2016,NBA,1,23,BOS,Ante Zizic,19.175,F-C,hr,,2018,2018,32,6.7,3.7,1.9,0.2,0.1,0.4,.731,.731,,.724,1.0,.231
85,880,2017,NBA,1,15,POR,Justin Jackson,22.092,G-F,us,University of North Carolina,2018,2018,68,22.1,6.7,2.8,1.1,0.4,0.2,.442,.547,.308,.722,1.0,.031
88,881,2017,NBA,2,48,MIL,Sindarius Thornwell,22.225,G,us,University of South Carolina,2018,2018,73,15.8,3.9,1.9,0.9,0.7,0.3,.429,.448,.377,.670,1.0,.041
89,882,1995,NBA,2,39,CLE,Donny Marshall,22.351,F,us,University of Connecticut,1996,2003,119,7.7,2.5,1.0,0.3,0.3,0.0,.321,.308,.336,.681,0.9,.045
90,883,2000,NBA,2,40,ATL,Hanno Mottola,23.298,C,fi,University of Utah,2001,2002,155,15.2,4.6,2.9,0.5,0.2,0.2,.442,.451,.063,.783,0.9,.019
91,884,2005,NBA,1,29,MIA,Wayne Simien,22.117,F,us,University of Kansas,2006,2007,51,9.9,3.3,1.9,0.2,0.3,0.0,.469,.469,,.854,0.9,.083
92,885,2007,NBA,2,38,PHI,Kyrylo Fesenko,20.191,C,ua,,2008,2012,135,8.2,2.3,2.0,0.3,0.1,0.4,.496,.500,.000,.410,0.9,.038
93,886,2010,NBA,2,52,BOS,Luke Harangody,22.179,F,us,University of Notre Dame,2011,2012,70,12.4,3.6,2.8,0.5,0.3,0.3,.376,.440,.241,.737,0.9,.048
94,887,2013,NBA,2,38,WAS,Nate Wolters,22.049,G,us,South Dakota State University,2014,2018,84,18.8,5.5,2.2,2.5,0.5,0.2,.423,.452,.261,.635,0.9,.028
95,888,2014,NBA,1,26,MIA,P.J. Hairston,21.189,G-F,us,University of North Carolina,2015,2016,111,18.0,6.0,2.4,0.5,0.5,0.2,.343,.414,.295,.810,0.9,.021
96,889,2014,NBA,2,60,SAS,Cory Jefferson,23.188,F,us,Baylor University,2015,2016,58,10.0,3.5,2.8,0.3,0.2,0.4,.444,.474,.125,.583,0.9,.071
97,890,2015,NBA,2,31,MIN,Cedi Osman,20.083,F,mk,,2018,2018,61,11.0,3.9,2.0,0.7,0.4,0.0,.484,.586,.368,.565,0.9,.064
98,891,1995,NBA,1,22,CHH,George Zidek,21.335,C,cz,"University of California, Los Angeles",1996,1998,135,9.8,3.4,2.1,0.2,0.1,0.1,.408,.409,.250,.783,0.8,.029
99,892,1999,NBA,1,19,UTA,Quincy Lewis,22.009,F,us,University of Minnesota,2000,2004,159,11.7,3.6,1.3,0.6,0.4,0.2,.397,.412,.333,.710,0.8,.020
100,893,2001,NBA,2,51,PHO,Alton Ford,20.034,F,us,University of Houston,2002,2004,73,7.2,2.5,1.7,0.2,0.1,0.1,.507,.507,,.697,0.8,.074
101,894,2002,NBA,1,2,CHI,Jay Williams,20.294,G,us,Duke University,2003,2003,75,26.1,9.5,2.6,4.7,1.1,0.2,.399,.431,.322,.640,0.8,.020
102,895,2002,NBA,2,41,LAC,Mario Kasun,22.087,C,hr,,2005,2006,73,7.8,2.7,2.6,0.2,0.1,0.2,.467,.470,.000,.636,0.8,.069
103,896,2004,NBA,2,47,MIA,Pape Sow,22.220,F,sn,"California State University, Fullerton",2005,2007,76,11.6,2.9,2.8,0.2,0.4,0.3,.416,.416,,.678,0.8,.044
104,897,2005,NBA,2,32,LAC,Daniel Ewing,22.100,G,us,Duke University,2006,2007,127,13.3,3.4,1.2,1.4,0.5,0.1,.389,.429,.295,.780,0.8,.024
105,898,2006,NBA,2,31,POR,James White,23.256,G-F,us,University of Cincinnati,2007,2013,67,8.7,2.7,1.0,0.5,0.3,0.1,.438,.482,.340,.676,0.8,.062
106,899,2006,NBA,2,54,NJN,Hassan Adams,22.013,G,us,University of Arizona,2007,2009,73,7.5,2.5,1.2,0.2,0.2,0.1,.534,.537,.000,.643,0.8,.072
107,900,2007,NBA,2,34,DAL,Nick Fazekas,22.016,F,us,"University of Nevada, Reno",2008,2008,26,10.3,4.1,3.4,0.4,0.3,0.4,.561,.575,.000,.682,0.8,.148
0,901,2008,NBA,2,48,PHO,Malik Hairston,21.129,G,us,University of Oregon,2009,2010,62,7.6,2.4,1.2,0.5,0.2,0.3,.512,.549,.167,.514,0.8,.086
1,902,2010,NBA,1,12,MEM,Xavier Henry,19.106,G,be,University of Kansas,2011,2015,185,15.7,5.7,1.9,0.6,0.5,0.1,.406,.419,.325,.635,0.8,.013
2,903,2013,NBA,1,19,CLE,Sergey Karasev,19.249,G-F,ru,,2014,2016,95,11.7,3.0,1.5,0.9,0.3,0.0,.395,.489,.282,.842,0.8,.036
3,904,2014,NBA,1,17,BOS,James Young,18.319,G-F,us,University of Kentucky,2015,2018,95,8.5,2.3,1.0,0.3,0.3,0.1,.367,.534,.277,.563,0.8,.046
4,905,2017,NBA,1,18,IND,T.J. Leaf,20.058,F,il,"University of California, Los Angeles",2018,2018,53,8.7,2.9,1.5,0.2,0.1,0.1,.471,.489,.429,.625,0.8,.082
5,906,1998,NBA,2,46,MIN,Andrae Patterson,22.230,F,us,Indiana University,1999,2000,40,7.6,3.0,1.7,0.4,0.5,0.2,.455,.479,.000,.778,0.7,.114
6,907,1999,NBA,2,38,ORL,Laron Profit,21.334,G-F,us,University of Maryland,2000,2006,135,11.4,3.3,1.5,1.2,0.5,0.2,.419,.469,.236,.712,0.7,.021
7,908,2001,NBA,1,22,ORL,Jeryl Sasser,22.140,G,us,Southern Methodist University,2002,2003,82,12.9,2.5,2.3,0.8,0.6,0.1,.303,.305,.295,.687,0.7,.032
8,909,2003,NBA,2,56,BOS,Brandon Hunter,22.219,F,us,Ohio University,2004,2005,67,9.4,3.3,2.8,0.3,0.3,0.1,.476,.484,.000,.488,0.7,.055
9,910,2007,NBA,2,41,MIN,Chris Richard,22.190,F,us,University of Florida,2008,2010,70,11.1,1.9,2.8,0.4,0.3,0.2,.483,.483,,.605,0.7,.045
10,911,2010,NBA,1,22,POR,Elliot Williams,21.009,G,us,University of Memphis,2012,2016,109,13.5,4.9,1.5,0.9,0.4,0.1,.421,.489,.310,.669,0.7,.024
11,912,2010,NBA,2,41,MIA,Jarvis Varnado,22.120,F,us,Mississippi State University,2013,2014,37,10.7,2.9,1.9,0.4,0.3,0.8,.582,.582,,.518,0.7,.089
12,913,2014,NBA,1,29,OKC,Josh Huestis,22.195,F,us,Stanford University,2016,2018,76,14.1,2.5,2.4,0.3,0.2,0.6,.346,.400,.312,.240,0.7,.030
13,914,2016,NBA,2,60,UTA,Tyrone Wallace,22.019,G,us,University of California,2018,2018,30,28.4,9.7,3.5,2.4,0.9,0.4,.445,.483,.250,.782,0.7,.042
14,915,2017,NBA,2,33,ORL,Wesley Iwundu,22.190,F,us,Kansas State University,2018,2018,62,16.5,3.7,2.2,0.9,0.5,0.2,.427,.488,.196,.723,0.7,.032
15,916,2017,NBA,2,46,PHI,Sterling Brown,22.138,G,us,Southern Methodist University,2018,2018,54,14.4,4.0,2.6,0.5,0.6,0.2,.400,.439,.352,.875,0.7,.043
16,917,1992,NBA,1,16,LAC,Randy Woods,21.280,G,us,La Salle University,1993,1996,151,7.2,2.4,0.6,1.7,0.6,0.0,.340,.384,.305,.683,0.6,.026
17,918,1992,NBA,2,50,GSW,Matt Fish,22.224,C,us,University of North Carolina at Wilmington,1995,1997,50,10.2,3.5,2.2,0.5,0.4,0.3,.500,.504,.000,.625,0.6,.058
18,919,1995,NBA,1,25,ORL,David Vaughn,22.102,F,us,University of Memphis,1996,1999,118,9.8,2.9,3.1,0.3,0.3,0.4,.423,.425,.000,.638,0.6,.026
19,920,1996,NBA,2,56,CLE,Reggie Geary,22.305,G,us,University of Arizona,1997,1998,101,9.2,2.1,0.8,1.1,0.5,0.1,.344,.349,.328,.493,0.6,.032
22,921,1996,NBA,2,57,SEA,Drew Barry,23.135,G,us,Georgia Institute of Technology,1998,2000,60,10.0,2.2,1.1,1.9,0.3,0.0,.417,.475,.381,.774,0.6,.051
23,922,1997,NBA,2,31,DET,Charles O'Bannon,22.129,G-F,us,"University of California, Los Angeles",1998,1999,48,8.3,2.5,1.4,0.6,0.2,0.1,.400,.413,.000,.870,0.6,.070
24,923,1998,NBA,2,52,SAS,Derrick Dial,22.192,G,us,Eastern Michigan University,2000,2004,82,8.4,3.1,1.6,0.8,0.3,0.1,.372,.404,.190,.672,0.6,.045
25,924,2000,NBA,2,34,CHI,Khalid El-Amin,21.070,G,us,University of Connecticut,2001,2001,50,18.7,6.3,1.6,2.9,1.0,0.0,.370,.383,.333,.778,0.6,.030
26,925,2009,NBA,1,24,DAL,Byron Mullens,20.136,C,us,Ohio State University,2010,2014,189,18.2,7.4,4.2,0.8,0.4,0.5,.408,.438,.319,.706,0.6,.008
27,926,2014,NBA,2,35,UTA,Jarnell Stokes,20.175,F-C,us,University of Tennessee,2015,2017,28,5.4,2.4,1.4,0.3,0.3,0.2,.581,.581,,.531,0.6,.202
28,927,2015,NBA,1,29,BRK,Chris McCullough,20.145,F,us,Syracuse University,2016,2018,59,9.0,3.3,1.9,0.3,0.5,0.3,.426,.470,.306,.548,0.6,.054
29,928,2015,NBA,2,48,OKC,Dakari Johnson,19.281,C,us,University of Kentucky,2018,2018,31,5.2,1.8,1.1,0.3,0.2,0.3,.564,.564,,.550,0.6,.178
30,929,2016,NBA,1,16,BOS,Guerschon Yabusele,20.194,F,fr,,2018,2018,33,7.1,2.4,1.6,0.5,0.1,0.2,.426,.583,.324,.682,0.6,.122
31,930,2017,NBA,1,10,SAC,Zach Collins,19.220,C-F,us,Gonzaga University,2018,2018,66,15.8,4.4,3.3,0.8,0.3,0.5,.398,.455,.310,.643,0.6,.030
32,931,2017,NBA,2,44,NYK,Damyean Dotson,23.053,G,us,University of Oregon,2018,2018,44,10.8,4.1,1.9,0.7,0.3,0.0,.447,.538,.324,.696,0.6,.060
33,932,1993,NBA,2,43,DEN,Josh Grant,25.334,F,us,University of Utah,1994,1994,53,7.2,3.0,1.7,0.5,0.3,0.2,.404,.494,.279,.759,0.5,.060
34,933,1995,NBA,1,24,DAL,Loren Meyer,22.185,C,us,Iowa State University,1996,1999,140,14.6,4.6,3.4,0.6,0.2,0.4,.432,.435,.348,.696,0.5,.012
35,934,1996,NBA,2,49,ORL,Amal McCaskill,22.247,F-C,us,Marquette University,1997,2004,114,8.5,1.8,1.9,0.3,0.2,0.3,.377,.382,.000,.609,0.5,.024
36,935,1997,NBA,2,41,DEN,Jason Lawson,22.302,C,us,Villanova University,1998,1998,17,4.7,1.5,1.6,0.3,0.2,0.2,.600,.600,,.800,0.5,.280
37,936,1997,NBA,2,51,LAL,DeJuan Wheat,23.260,G,us,University of Louisville,1998,1999,80,9.3,3.3,0.7,1.6,0.4,0.0,.383,.380,.390,.700,0.5,.034
38,937,1999,NBA,2,33,DEN,Chris Herren,23.282,G,us,"California State University, Fresno",2000,2001,70,14.4,3.2,1.0,2.4,0.4,0.0,.336,.347,.328,.692,0.5,.025
39,938,2002,NBA,1,13,MIL,Marcus Haislip,21.191,F,us,University of Tennessee,2003,2010,89,9.6,3.5,1.5,0.2,0.2,0.4,.437,.444,.350,.659,0.5,.026
40,939,2004,NBA,2,34,ATL,Donta Smith,20.215,G-F,us,Southeastern Illinois College,2005,2006,61,9.2,2.7,1.1,0.8,0.5,0.1,.421,.447,.308,.650,0.5,.043
41,940,2004,NBA,2,40,BOS,Justin Reed,22.165,F,us,University of Mississippi,2005,2007,136,10.6,3.5,1.4,0.5,0.2,0.1,.404,.407,.000,.752,0.5,.016
44,941,2005,NBA,2,42,GSW,Chris Taft,20.115,F,us,University of Pittsburgh,2006,2006,17,8.5,2.8,2.1,0.1,0.1,0.4,.605,.605,,.167,0.5,.155
45,942,2005,NBA,2,47,MIN,Bracey Wright,21.002,G,us,Indiana University,2006,2007,26,12.5,5.0,1.5,0.8,0.4,0.0,.405,.446,.324,.794,0.5,.068
46,943,2006,NBA,1,9,GSW,Patrick O'Bryant,20.013,C,us,Bradley University,2007,2010,90,5.8,2.1,1.4,0.3,0.2,0.4,.494,.503,.000,.583,0.5,.046
47,944,2006,NBA,1,18,WAS,Oleksiy Pecherov,20.207,C,ua,,2008,2010,111,9.4,3.9,2.4,0.2,0.2,0.2,.386,.444,.290,.793,0.5,.025
48,945,2006,NBA,2,34,LAC,Paul Davis,21.347,C,us,Michigan State University,2007,2010,82,8.6,2.6,1.9,0.4,0.3,0.2,.402,.404,.000,.732,0.5,.035
49,946,2008,NBA,1,8,MIL,Joe Alexander,21.188,F,tw,West Virginia University,2009,2010,67,11.1,4.2,1.8,0.7,0.2,0.4,.410,.426,.340,.698,0.5,.030
50,947,2010,NBA,2,32,MIA,Dexter Pittman,22.119,C,us,University of Texas at Austin,2011,2014,50,6.9,2.3,1.8,0.2,0.2,0.2,.450,.450,,.545,0.5,.068
51,948,2010,NBA,2,43,LAL,Devin Ebanks,20.244,F,us,West Virginia University,2011,2013,63,11.3,3.6,1.9,0.4,0.3,0.2,.385,.418,.222,.722,0.5,.035
52,949,2011,NBA,2,44,GSW,Charles Jenkins,22.120,G,us,Hofstra University,2012,2013,110,12.1,3.7,0.9,1.9,0.4,0.1,.434,.449,.182,.754,0.5,.017
53,950,2011,NBA,2,52,DET,Vernon Macklin,24.282,F,us,University of Florida,2012,2012,23,5.9,2.0,1.5,0.2,0.2,0.2,.543,.543,,.571,0.5,.161
54,951,2013,NBA,1,1,CLE,Anthony Bennett,20.110,F,ca,"University of Nevada, Las Vegas",2014,2017,151,12.6,4.4,3.1,0.5,0.4,0.2,.392,.427,.261,.670,0.5,.013
55,952,2014,NBA,2,58,SAS,Jordan McRae,23.096,G,us,University of Tennessee,2016,2017,59,9.8,4.4,1.0,0.7,0.2,0.1,.404,.413,.384,.774,0.5,.043
56,953,2015,NBA,2,33,BOS,Jordan Mickey,20.356,F,us,Louisiana State University,2016,2018,64,7.5,2.4,2.0,0.3,0.1,0.4,.449,.496,.118,.605,0.5,.050
57,954,2015,NBA,2,36,MIN,Rakeem Christmas,23.212,F,us,Syracuse University,2016,2017,30,7.5,2.1,1.9,0.1,0.1,0.2,.467,.467,,.724,0.5,.105
58,955,2016,NBA,1,19,DEN,Malik Beasley,19.214,G,us,Florida State University,2017,2018,84,8.9,3.3,1.0,0.5,0.3,0.1,.422,.489,.336,.698,0.5,.034
59,956,2016,NBA,2,34,PHO,Tyler Ulis,20.175,G,us,University of Kentucky,2017,2018,132,21.1,7.6,1.7,4.1,0.9,0.1,.403,.439,.280,.808,0.5,.008
60,957,2017,NBA,1,29,SAS,Derrick White,22.361,G,us,University of Colorado,2018,2018,17,8.2,3.2,1.5,0.5,0.2,0.2,.485,.400,.615,.700,0.5,.170
61,958,2017,NBA,2,34,SAC,Frank Mason,23.086,G,us,University of Kansas,2018,2018,52,18.9,7.9,2.5,2.8,0.7,0.2,.379,.384,.360,.817,0.5,.027
62,959,1992,NBA,2,31,POR,Reggie Smith,21.313,C,us,Texas Christian University,1993,1994,66,5.8,1.5,1.8,0.1,0.2,0.1,.394,.398,.000,.404,0.4,.051
63,960,1992,NBA,2,47,BOS,Darren Morningstar,23.069,C,us,University of Pittsburgh,1994,1994,23,16.0,4.2,3.5,0.7,0.6,0.1,.476,.476,,.600,0.4,.048
66,961,1995,NBA,1,26,SEA,Sherell Ford,22.311,F,us,University of Illinois at Chicago,1996,1996,28,5.0,3.2,0.9,0.2,0.3,0.0,.375,.473,.160,.765,0.4,.124
67,962,2006,NBA,2,39,MIL,David Noel,22.127,F,us,University of North Carolina,2007,2007,68,11.6,2.7,1.8,1.0,0.4,0.1,.367,.387,.321,.860,0.4,.024
68,963,2007,NBA,1,29,PHO,Alando Tucker,23.143,F,us,University of Wisconsin,2008,2010,51,8.4,4.1,1.0,0.3,0.1,0.0,.423,.453,.294,.783,0.4,.045
69,964,2007,NBA,2,32,BOS,Gabe Pruitt,21.075,G,us,University of Southern California,2008,2009,62,7.4,2.0,0.8,0.8,0.3,0.0,.321,.350,.283,.783,0.4,.043
70,965,2011,NBA,2,43,CHI,Malcolm Lee,21.037,G,us,"University of California, Los Angeles",2012,2015,36,14.8,3.9,1.8,1.4,0.6,0.3,.382,.412,.294,.703,0.4,.040
71,966,2014,NBA,1,22,MEM,Jordan Adams,19.358,G,us,"University of California, Los Angeles",2015,2016,32,8.2,3.2,0.9,0.6,0.6,0.2,.402,.409,.385,.607,0.4,.070
72,967,2015,NBA,2,43,IND,Joseph Young,23.003,G,us,University of Oregon,2016,2018,127,8.5,3.4,1.0,0.9,0.3,0.0,.393,.438,.296,.768,0.4,.016
73,968,2016,NBA,1,13,PHO,Georgios Papagiannis,18.360,C,gr,,2017,2018,39,12.2,4.1,3.2,0.7,0.2,0.6,.514,.521,.000,.857,0.4,.044
74,969,2017,NBA,2,41,ATL,Tyler Dorsey,21.134,G,us,University of Oregon,2018,2018,56,17.4,7.2,2.3,1.4,0.3,0.1,.377,.393,.362,.714,0.4,.020
75,970,1993,NBA,1,14,IND,Scott Haskin,22.290,C-F,us,Oregon State University,1994,1994,27,6.9,2.0,2.0,0.2,0.1,0.6,.467,.467,,.684,0.3,.087
76,971,1993,NBA,1,19,BOS,Acie Earl,23.013,F-C,us,University of Iowa,1994,1997,193,13.0,5.1,2.7,0.3,0.3,0.7,.403,.407,.000,.667,0.3,.005
77,972,1996,NBA,2,46,POR,Marcus Brown,22.090,G,us,Murray State University,1997,2000,27,8.5,3.4,0.8,0.9,0.3,0.1,.381,.422,.333,.714,0.3,.066
78,973,1997,NBA,2,38,MIL,Jerald Honeycutt,22.254,F-G,us,Tulane University,1998,1999,54,11.7,5.1,1.9,0.7,0.5,0.1,.391,.409,.362,.632,0.3,.020
79,974,1998,NBA,2,57,UTA,Torraye Braggs,22.045,F,us,Xavier University,2004,2005,22,8.1,2.1,2.3,0.3,0.2,0.1,.475,.475,,.667,0.3,.071
80,975,2000,NBA,2,31,DAL,Dan Langhi,22.218,F,us,Vanderbilt University,2001,2004,133,9.4,3.0,1.5,0.3,0.2,0.1,.391,.400,.289,.613,0.3,.012
81,976,2000,NBA,2,32,CHI,A.J. Guyton,22.142,G,us,Indiana University,2001,2003,80,15.6,5.5,1.0,1.8,0.3,0.2,.377,.377,.378,.822,0.3,.010
82,977,2000,NBA,2,36,NJN,Soumaila Samake,22.108,C,ml,,2001,2003,47,6.4,1.4,1.6,0.1,0.0,0.4,.389,.389,,.462,0.3,.046
83,978,2006,NBA,1,10,SEA,Mouhamed Sene,20.052,C-F,sn,,2007,2009,47,5.5,2.2,1.6,0.0,0.1,0.5,.427,.427,,.589,0.3,.052
84,979,2006,NBA,2,41,ORL,James Augustine,22.127,F,us,University of Illinois at Urbana-Champaign,2007,2008,27,5.8,1.6,1.2,0.1,0.2,0.1,.514,.514,,.500,0.3,.101
85,980,2007,NBA,2,46,GSW,Stephane Lasme,24.199,F,ga,University of Massachusetts Amherst,2008,2008,16,18.9,5.2,3.3,0.2,0.8,1.4,.451,.451,,.594,0.3,.041
88,981,2010,NBA,1,25,MEM,Dominique Jones,21.257,G,us,University of South Florida,2011,2013,80,9.3,3.1,1.4,1.8,0.4,0.1,.366,.393,.095,.729,0.3,.017
89,982,2010,NBA,2,58,LAL,Derrick Caracter,22.056,F,us,University of Texas at El Paso,2011,2011,41,5.2,2.0,1.0,0.2,0.1,0.2,.485,.485,,.739,0.3,.057
90,983,2011,NBA,2,39,CHA,Jeremy Tyler,20.007,C,us,,2012,2014,104,9.9,3.6,2.6,0.2,0.2,0.4,.450,.451,.000,.557,0.3,.014
91,984,2012,NBA,2,48,NYK,Kostas Papanikolaou,21.338,F,gr,,2015,2016,69,15.8,3.6,2.3,1.5,0.6,0.3,.354,.416,.297,.688,0.3,.015
92,985,2015,NBA,1,28,BOS,R.J. Hunter,21.249,G,us,Georgia State University,2016,2018,44,8.4,2.6,1.0,0.4,0.4,0.1,.361,.512,.282,.889,0.3,.039
93,986,2015,NBA,2,38,DET,Darrun Hilliard,22.078,G,us,Villanova University,2016,2018,91,9.4,3.2,0.9,0.8,0.2,0.0,.377,.420,.304,.747,0.3,.016
94,987,2016,NBA,2,52,UTA,Joel Bolomboy,22.152,F,ua,Weber State University,2017,2018,18,5.1,1.7,1.5,0.1,0.2,0.1,.545,.647,.200,.500,0.3,.132
95,988,2017,NBA,2,54,PHO,Alec Peters,22.076,F,us,Valparaiso University,2018,2018,20,11.3,4.1,1.9,0.6,0.1,0.1,.378,.625,.310,.800,0.3,.055
96,989,1992,NBA,2,33,CHI,Corey Williams,22.067,G,us,Oklahoma State University,1993,1994,39,7.4,2.4,0.9,0.7,0.2,0.1,.367,.372,.250,.826,0.2,.037
97,990,1993,NBA,1,15,ATL,Doug Edwards,22.166,F,us,Florida State University,1994,1996,85,9.9,2.4,1.8,0.7,0.2,0.3,.378,.390,.000,.709,0.2,.013
98,991,1994,NBA,2,45,GSW,Dwayne Morton,22.331,F,us,University of Louisville,1995,1995,41,9.6,4.1,1.4,0.4,0.3,0.4,.388,.394,.360,.682,0.2,.025
99,992,1995,NBA,2,49,MIN,Jerome Allen,22.156,G,us,University of Pennsylvania,1996,1997,117,11.2,2.9,1.1,1.7,0.4,0.1,.350,.370,.317,.630,0.2,.006
100,993,1996,NBA,1,23,DEN,Efthimi Rentzias,20.172,C,gr,,2003,2003,35,4.1,1.5,0.7,0.2,0.2,0.1,.339,.314,.500,.889,0.2,.058
101,994,1996,NBA,2,38,BOS,Steve Hamer,22.231,C,us,University of Tennessee,1997,1997,35,7.7,2.2,1.7,0.2,0.1,0.1,.526,.545,.000,.552,0.2,.031
102,995,1997,NBA,2,33,PHI,Marko Milic,20.054,G-F,si,,1998,1999,44,4.9,2.5,0.7,0.3,0.3,0.0,.560,.571,.429,.647,0.2,.047
103,996,1997,NBA,2,35,PHI,Kebu Stewart,23.194,F,us,"California State University, Bakersfield",1998,1998,15,7.3,2.7,2.1,0.1,0.3,0.1,.462,.462,,.640,0.2,.098
104,997,1998,NBA,1,20,ATL,Roshown McLeod,22.225,F,us,Duke University,1999,2001,113,18.8,7.2,2.7,1.1,0.4,0.1,.409,.426,.111,.819,0.2,.004
105,998,1998,NBA,2,48,CLE,Ryan Stack,22.341,F,us,University of South Carolina,1999,2000,43,9.2,2.3,1.8,0.2,0.1,0.5,.352,.356,.000,.787,0.2,.028
106,999,1999,NBA,1,29,SAS,Leon Smith,18.244,C,us,,2002,2004,15,6.9,2.2,2.2,0.2,0.3,0.1,.393,.393,,.647,0.2,.112
107,1000,1999,NBA,2,56,GSW,Tim Young,23.150,C,us,Stanford University,2000,2000,25,5.5,2.2,1.4,0.2,0.1,0.0,.333,.333,,.778,0.2,.058
0,1001,2000,NBA,1,28,POR,Erick Barkley,22.133,G,us,St. John's University,2001,2002,27,9.9,2.9,0.8,1.5,0.7,0.0,.356,.373,.267,.900,0.2,.027
1,1002,2000,NBA,2,55,GSW,Chris Porter,22.056,F,us,Auburn University,2001,2001,51,22.5,8.6,3.7,1.2,0.9,0.1,.389,.393,.000,.667,0.2,.008
2,1003,2001,NBA,2,50,POR,Ruben Boumtje-Boumtje,23.044,C,cm,Georgetown University,2002,2004,44,6.3,1.0,1.3,0.1,0.1,0.4,.368,.368,,.556,0.2,.027
3,1004,2003,NBA,2,37,ATL,Travis Hansen,25.078,G,us,Brigham Young University,2004,2004,41,12.4,3.0,1.7,0.5,0.2,0.2,.354,.370,.300,.815,0.2,.019
4,1005,2004,NBA,1,10,CLE,Luke Jackson,22.236,F,us,University of Oregon,2005,2008,73,9.9,3.5,1.2,0.8,0.3,0.0,.357,.356,.360,.732,0.2,.010
5,1006,2005,NBA,2,54,NYK,Dijon Thompson,22.131,G-F,us,"University of California, Los Angeles",2006,2007,16,5.8,2.8,1.2,0.2,0.2,0.1,.425,.481,.308,.875,0.2,.102
6,1007,2006,NBA,2,43,NOK,Marcus Vinicius,22.033,F,br,,2007,2008,26,6.6,1.9,0.7,0.3,0.1,0.1,.457,.500,.421,.556,0.2,.056
